4.721872	0.585234	1.523114	0.570876	4.783302	0.613502	1.470726	0.501764	0.504556	1.186022	4.87841	0.520672
3.60781	1.134512	2.19544	0.457052	3.57656	1.037344	2.263158	0.289776	1.186062	1.198366	3.664042	0.882512
3.924968	1.348132	2.010266	0.251396	3.61963	1.240366	2.006092	0.344876	1.242106	1.404772	3.836414	1.031442
3.321674	1.157612	1.475412	0.978244	3.435958	0.912614	1.757142	0.88975	1.099404	1.329074	3.469308	0.785834
4.371278	0.659042	2.15406	-0.513834	4.39765	0.508972	2.002266	-0.32785	0.891574	0.895772	4.501022	0.382836
4.032486	0.156962	1.621146	0.59581	4.044268	0.514276	1.563316	0.446196	0.93831	1.39312	4.077194	0.709856
4.441508	1.020958	1.709996	-0.0316939999999999	4.508372	0.706182	1.721632	0.204378	0.746158	1.042324	3.86937	0.82052
3.287648	0.273154	2.633794	0.147576	3.661278	0.747016	2.527358	0.248884	1.063268	1.19899	3.49332	1.303136
4.074366	0.960092	1.579556	0.37608	4.01463	0.809798	1.690716	0.287714	1.105374	1.054474	4.149292	0.798742
3.798256	0.313586	2.433622	-0.171102	3.535302	-0.0632919999999999	2.397242	-0.215376	1.16102	1.15986	4.030242	-0.076238
4.069528	0.412732	2.39585	0.537466	4.069194	0.448008	2.197376	0.488008	0.624062	1.39871	4.327508	0.348864
3.176936	1.163612	2.300256	-0.078784	3.221546	0.993868	2.263086	-0.128626	1.142114	1.23675	3.157692	0.68557
2.83008	1.226972	1.983892	0.23476	2.849074	0.984768	2.076784	0.10023	1.024794	1.224618	3.063338	0.907746
3.461234	0.718688	1.477118	0.439586	3.93832	0.596092	1.472498	0.589282	0.823568	1.232578	4.125052	0.47045
3.893628	0.362666	2.026948	1.044394	4.468076	-0.130194	2.26794	0.995644	0.819248	1.180558	4.045396	0.355326
4.106346	0.744614	1.783596	0.12279	4.295584	0.358352	2.19053	-0.110564	1.127526	1.324184	4.377728	0.292402
4.62905	0.83711	1.812924	1.09033	4.826922	0.726346	1.757326	1.056854	0.74485	1.278912	4.287882	0.818942
3.609648	1.212988	2.347684	0.13869	3.782588	1.13659	2.322858	0.081758	1.04912	1.234578	3.786422	1.090548
3.432554	1.025362	1.81796	0.147252	3.323554	1.190472	1.654794	0.221548	0.587096	1.090622	3.16337	1.089624
3.23564	0.866592	2.149758	-0.28614	3.154404	0.579828	1.895142	0.0313600000000001	0.974328	1.003004	3.473052	0.591744
3.101122	0.899474	2.150622	0.236916	3.1797	0.815222	1.861194	0.443822	0.910152	1.468922	3.35865	0.535524
3.485542	0.350588	2.087934	0.253948	3.145662	0.293972	2.20702	0.553716	0.701482	1.44791	3.330712	0.22195
3.15431	-0.127866	1.392	0.015358	3.283214	0.00769799999999998	1.424932	-0.228294	0.378086	1.460508	3.562742	0.0910840000000001
2.121354	-0.813914	1.53944	-0.206414	2.021322	-0.745446	1.438172	-0.161558	0.558188	1.27891	2.171884	-0.810622
1.50439	-0.839622	2.06858	-0.42414	1.544442	-0.808778	1.948226	-0.33373	0.980186	1.262558	1.670832	-0.899484
1.468504	-0.274332	1.66045	-0.42957	1.586708	-0.424446	1.660512	-0.440446	0.974118	1.389444	1.844994	-0.681728
0.946932	-0.224864	1.688952	-0.633554	0.88491	-0.183838	1.594034	-0.529696	0.950142	1.2967	1.084574	-0.271482
1.66716	-0.408054	1.670628	-0.568394	1.538326	-0.356436	1.621134	-0.495104	0.92876	1.403656	1.430558	-0.268482
1.133652	-0.296774	1.648044	-0.828998	1.144164	-0.38248	1.618702	-0.769868	1.07777	1.37181	0.901842	-0.227732
